question_id,article,paragraph,title,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-TV-113-120,113,3-4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que en los dos primeros días pueden presentarse mociones alternativas y los signatarios de una moción rechazada no pueden presentar otra en el mismo período de sesiones.,Artículo 110.,Artículo 111.,Artículo 112.,Artículo 113.,D,La regla pertenece al artículo 113.,En los dos primeros días ... mociones alternativas ... mismo período de sesiones,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-121,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,consecuencia_jurídica,seleccionar_correcta,"Según el artículo 114 de la Constitución Española, ¿qué debe hacer el Gobierno si el Congreso le niega su confianza?",Presente su dimisión al Rey.,Disuelva el Congreso.,Solicite una segunda votación.,Cese automáticamente sin presentar dimisión.,A,El artículo 114 establece: «presentará su dimisión al Rey».,presentará su dimisión al Rey,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-114-122,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La negación de la confianza por el Congreso determina que el Gobierno:,Cese automáticamente sin presentar dimisión.,Presente su dimisión al Rey.,Solicite una segunda votación.,Disuelva el Congreso.,B,La formulación correcta se apoya en: «presentará su dimisión al Rey».,presentará su dimisión al Rey,recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-123,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 114 de la Constitución Española, señale la afirmación INCORRECTA:",Tras la dimisión se procede a designar Presidente conforme al artículo 99.,La aprobación de la moción de censura obliga al Gobierno a presentar su dimisión al Rey.,"Si el Congreso niega su confianza al Gobierno, este debe disolver el Congreso.",El candidato de la moción aprobada se entiende investido de la confianza de la Cámara.,C,La opción incorrecta altera la regla «presentará su dimisión al Rey».,presentará su dimisión al Rey,tres_reglas_válidas_y_una_alterada,13,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-114-124,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Constitución Española se establece que si el Congreso niega su confianza, el Gobierno presenta su dimisión al Rey.",Artículo 111.,Artículo 112.,Artículo 113.,Artículo 114.,D,La regla pertenece al artículo 114.,presentará su dimisión al Rey,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-125,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,procedimiento_o_forma,seleccionar_correcta,"Según el artículo 114 de la Constitución Española, ¿qué procedimiento sigue a la dimisión causada por la negación de confianza?",La designación de Presidente según el artículo 99.,La convocatoria automática de elecciones.,La investidura del Presidente del Congreso.,La designación directa por el Rey sin consultas.,A,"El artículo 114 establece: «designación de Presidente del Gobierno, según lo dispuesto en el artículo 99».","designación de Presidente del Gobierno, según lo dispuesto en el artículo 99",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-114-126,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,"Tras negarse la confianza al Gobierno, se procede a:",La designación directa por el Rey sin consultas.,La designación de Presidente según el artículo 99.,La investidura del Presidente del Congreso.,La convocatoria automática de elecciones.,B,"La formulación correcta se apoya en: «designación de Presidente del Gobierno, según lo dispuesto en el artículo 99».","designación de Presidente del Gobierno, según lo dispuesto en el artículo 99",recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-127,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 114 de la Constitución Española, señale la afirmación INCORRECTA:",La aprobación de la moción de censura obliga al Gobierno a presentar su dimisión al Rey.,El candidato de la moción aprobada se entiende investido de la confianza de la Cámara.,La negativa de confianza provoca la convocatoria automática de elecciones.,El Rey nombra Presidente del Gobierno al candidato incluido en la moción aprobada.,C,"La opción incorrecta altera la regla «designación de Presidente del Gobierno, según lo dispuesto en el artículo 99».","designación de Presidente del Gobierno, según lo dispuesto en el artículo 99",tres_reglas_válidas_y_una_alterada,11,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-114-128,114,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que tras la dimisión se procede a designar Presidente conforme al artículo 99.,Artículo 111.,Artículo 112.,Artículo 113.,Artículo 114.,D,La regla pertenece al artículo 114.,"designación de Presidente del Gobierno, según lo dispuesto en el artículo 99",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-129,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,consecuencia_jurídica,seleccionar_correcta,"Según el artículo 114 de la Constitución Española, ¿qué consecuencia tiene para el Gobierno la aprobación de una moción de censura?",Presenta su dimisión al Rey.,Continúa en funciones hasta una nueva cuestión de confianza.,Solicita la disolución del Congreso.,Es cesado por el Presidente del Congreso.,A,El artículo 114 establece: «el Gobierno presentará su dimisión al Rey».,el Gobierno presentará su dimisión al Rey,pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-114-130,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,"Cuando el Congreso adopta una moción de censura, el Gobierno:",Es cesado por el Presidente del Congreso.,Presenta su dimisión al Rey.,Solicita la disolución del Congreso.,Continúa en funciones hasta una nueva cuestión de confianza.,B,La formulación correcta se apoya en: «el Gobierno presentará su dimisión al Rey».,el Gobierno presentará su dimisión al Rey,recuperación_literal_o_paramétrica,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-131,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 114 de la Constitución Española, señale la afirmación INCORRECTA:",El candidato de la moción aprobada se entiende investido de la confianza de la Cámara.,El Rey nombra Presidente del Gobierno al candidato incluido en la moción aprobada.,El Gobierno continúa en funciones hasta que se plantee una nueva cuestión de confianza.,"Si el Congreso niega su confianza, el Gobierno presenta su dimisión al Rey.",C,La opción incorrecta altera la regla «el Gobierno presentará su dimisión al Rey».,el Gobierno presentará su dimisión al Rey,tres_reglas_válidas_y_una_alterada,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-114-132,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la aprobación de la moción de censura obliga al Gobierno a presentar su dimisión al Rey.,Artículo 111.,Artículo 112.,Artículo 113.,Artículo 114.,D,La regla pertenece al artículo 114.,el Gobierno presentará su dimisión al Rey,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-133,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,consecuencia_jurídica,seleccionar_correcta,"Según el artículo 114 de la Constitución Española, ¿qué condición adquiere el candidato incluido en una moción de censura aprobada?",Investido de la confianza de la Cámara.,Propuesto para una nueva votación de investidura.,Nombrado automáticamente sin intervención del Rey.,Elegido Presidente del Congreso.,A,El artículo 114 establece: «se entenderá investido de la confianza de la Cámara».,se entenderá investido de la confianza de la Cámara,pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-114-134,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,El candidato de una moción de censura aprobada se entiende:,Elegido Presidente del Congreso.,Investido de la confianza de la Cámara.,Nombrado automáticamente sin intervención del Rey.,Propuesto para una nueva votación de investidura.,B,La formulación correcta se apoya en: «se entenderá investido de la confianza de la Cámara».,se entenderá investido de la confianza de la Cámara,recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-135,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 114 de la Constitución Española, señale la afirmación INCORRECTA:",El Rey nombra Presidente del Gobierno al candidato incluido en la moción aprobada.,"Si el Congreso niega su confianza, el Gobierno presenta su dimisión al Rey.",El candidato incluido en la moción aprobada debe ser propuesto para una nueva votación de investidura.,Tras la dimisión se procede a designar Presidente conforme al artículo 99.,C,La opción incorrecta altera la regla «se entenderá investido de la confianza de la Cámara».,se entenderá investido de la confianza de la Cámara,tres_reglas_válidas_y_una_alterada,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-114-136,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el candidato de la moción aprobada se entiende investido de la confianza de la Cámara.,Artículo 111.,Artículo 112.,Artículo 113.,Artículo 114.,D,La regla pertenece al artículo 114.,se entenderá investido de la confianza de la Cámara,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-137,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,sujeto_órgano,seleccionar_correcta,"Según el artículo 114 de la Constitución Española, ¿quién nombra Presidente del Gobierno al candidato de una moción de censura aprobada?",El Rey.,El Presidente del Congreso.,El Congreso mediante una segunda votación.,El Gobierno cesante.,A,El artículo 114 establece: «El Rey le nombrará Presidente del Gobierno».,El Rey le nombrará Presidente del Gobierno,pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-114-138,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,"Tras aprobarse la moción de censura, el candidato será nombrado por:",El Gobierno cesante.,El Rey.,El Congreso mediante una segunda votación.,El Presidente del Congreso.,B,La formulación correcta se apoya en: «El Rey le nombrará Presidente del Gobierno».,El Rey le nombrará Presidente del Gobierno,recuperación_literal_o_paramétrica,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-114-139,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 114 de la Constitución Española, señale la afirmación INCORRECTA:","Si el Congreso niega su confianza, el Gobierno presenta su dimisión al Rey.",Tras la dimisión se procede a designar Presidente conforme al artículo 99.,El Presidente del Congreso nombra Presidente del Gobierno al candidato incluido en la moción aprobada.,La aprobación de la moción de censura obliga al Gobierno a presentar su dimisión al Rey.,C,La opción incorrecta altera la regla «El Rey le nombrará Presidente del Gobierno».,El Rey le nombrará Presidente del Gobierno,tres_reglas_válidas_y_una_alterada,12,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-114-140,114,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el Rey nombra Presidente del Gobierno al candidato incluido en la moción aprobada.,Artículo 111.,Artículo 112.,Artículo 113.,Artículo 114.,D,La regla pertenece al artículo 114.,El Rey le nombrará Presidente del Gobierno,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-141,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,sujeto_órgano,seleccionar_correcta,"Según el artículo 115 de la Constitución Española, ¿quién puede proponer la disolución prevista en el artículo 115?",El Presidente del Gobierno.,El Consejo de Ministros.,El Rey.,El Congreso de los Diputados.,A,El artículo 115 establece: «El Presidente del Gobierno ... podrá proponer».,El Presidente del Gobierno ... podrá proponer,pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-115-142,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La iniciativa de disolución corresponde a:,El Congreso de los Diputados.,El Presidente del Gobierno.,El Rey.,El Consejo de Ministros.,B,La formulación correcta se apoya en: «El Presidente del Gobierno ... podrá proponer».,El Presidente del Gobierno ... podrá proponer,recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-143,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 115 de la Constitución Española, señale la afirmación INCORRECTA:",La propuesta exige deliberación previa del Consejo de Ministros y se formula bajo responsabilidad exclusiva del Presidente.,"La propuesta puede referirse al Congreso, al Senado o a las Cortes Generales.","El Consejo de Ministros puede proponer la disolución del Congreso, del Senado o de las Cortes Generales.",La disolución es decretada por el Rey.,C,La opción incorrecta altera la regla «El Presidente del Gobierno ... podrá proponer».,El Presidente del Gobierno ... podrá proponer,tres_reglas_válidas_y_una_alterada,13,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-115-144,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el Presidente del Gobierno puede proponer la disolución.,Artículo 112.,Artículo 113.,Artículo 114.,Artículo 115.,D,La regla pertenece al artículo 115.,El Presidente del Gobierno ... podrá proponer,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-145,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,regla_multiparámetro,seleccionar_correcta,"Según el artículo 115 de la Constitución Española, ¿qué requisitos acompañan a la propuesta de disolución del Presidente del Gobierno?",Previa deliberación del Consejo de Ministros y bajo la exclusiva responsabilidad del Presidente.,Previa autorización del Congreso y bajo responsabilidad del Consejo de Ministros.,Tras consulta vinculante al Rey y al Senado.,Por acuerdo unánime del Consejo de Ministros.,A,"El artículo 115 establece: «previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad».","previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad",pregunta_directa_con_sustitución_controlada,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-115-146,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,literal_con_hueco,seleccionar_correcta,La propuesta se formula:,Por acuerdo unánime del Consejo de Ministros.,Previa deliberación del Consejo de Ministros y bajo la exclusiva responsabilidad del Presidente.,Tras consulta vinculante al Rey y al Senado.,Previa autorización del Congreso y bajo responsabilidad del Consejo de Ministros.,B,"La formulación correcta se apoya en: «previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad».","previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad",recuperación_literal_o_paramétrica,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-147,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 115 de la Constitución Española, señale la afirmación INCORRECTA:","La propuesta puede referirse al Congreso, al Senado o a las Cortes Generales.",La disolución es decretada por el Rey.,La propuesta de disolución requiere autorización previa del Congreso y se formula bajo la responsabilidad del Consejo de Ministros.,El decreto de disolución fija la fecha de las elecciones.,C,"La opción incorrecta altera la regla «previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad».","previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad",tres_reglas_válidas_y_una_alterada,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-115-148,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la propuesta exige deliberación previa del Consejo de Ministros y se formula bajo responsabilidad exclusiva del Presidente.,Artículo 112.,Artículo 113.,Artículo 114.,Artículo 115.,D,La regla pertenece al artículo 115.,"previa deliberación del Consejo de Ministros, y bajo su exclusiva responsabilidad",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-149,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,pertenencia_lista,seleccionar_correcta,"Según el artículo 115 de la Constitución Española, ¿qué órganos pueden ser objeto de la propuesta de disolución del artículo 115?","El Congreso, el Senado o las Cortes Generales.",Solo el Congreso de los Diputados.,El Congreso y las Asambleas autonómicas.,Únicamente las Cortes Generales en su conjunto.,A,"El artículo 115 establece: «del Congreso, del Senado o de las Cortes Generales».","del Congreso, del Senado o de las Cortes Generales",pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-115-150,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,El Presidente puede proponer la disolución de:,Únicamente las Cortes Generales en su conjunto.,"El Congreso, el Senado o las Cortes Generales.",El Congreso y las Asambleas autonómicas.,Solo el Congreso de los Diputados.,B,"La formulación correcta se apoya en: «del Congreso, del Senado o de las Cortes Generales».","del Congreso, del Senado o de las Cortes Generales",recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-151,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 115 de la Constitución Española, señale la afirmación INCORRECTA:",La disolución es decretada por el Rey.,El decreto de disolución fija la fecha de las elecciones.,La propuesta de disolución solo puede referirse al Congreso de los Diputados.,"No puede proponerse una nueva disolución antes de que transcurra un año, salvo lo dispuesto en el artículo 99.5.",C,"La opción incorrecta altera la regla «del Congreso, del Senado o de las Cortes Generales».","del Congreso, del Senado o de las Cortes Generales",tres_reglas_válidas_y_una_alterada,17,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela; equilibrio_sintáctico_y_longitud,
CE-TV-115-152,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Constitución Española se establece que la propuesta puede referirse al Congreso, al Senado o a las Cortes Generales.",Artículo 112.,Artículo 113.,Artículo 114.,Artículo 115.,D,La regla pertenece al artículo 115.,"del Congreso, del Senado o de las Cortes Generales",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-115-153,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,sujeto_órgano,seleccionar_correcta,"Según el artículo 115 de la Constitución Española, ¿quién decreta la disolución propuesta por el Presidente del Gobierno?",El Rey.,El Presidente del Congreso.,El Consejo de Ministros.,El Tribunal Constitucional.,A,El artículo 115 establece: «será decretada por el Rey».,será decretada por el Rey,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-115-154,115,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La disolución será decretada por:,El Tribunal Constitucional.,El Rey.,El Consejo de Ministros.,El Presidente del Congreso.,B,La formulación correcta se apoya en: «será decretada por el Rey».,será decretada por el Rey,recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
