question_id,article,paragraph,chapter,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-TI-28-002,28,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Todos tienen derecho a sindicarse libremente.»?,Artículo 29,Artículo 27,Artículo 30,Artículo 28,D,El fragmento pertenece al artículo 28 de la Constitución Española.,Todos tienen derecho a sindicarse libremente.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-003,28,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 28 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 2?",Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses. La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios esenciales de la comunidad.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses. La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios públicos de titularidad estatal.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses. La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los sectores estratégicos de la economía.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses. La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios mínimos administrativos.,A,La opción correcta reproduce un fragmento del apartado 2 del artículo 28.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses. La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios esenciales de la comunidad.,sustitución del instrumento o reserva legal,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-004,28,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses.»?,Artículo 29,Artículo 28,Artículo 27,Artículo 30,B,El fragmento pertenece al artículo 28 de la Constitución Española.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-005,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 28 de la Constitución Española?,Todos tienen derecho a afiliarse obligatoriamente.,Todos tienen derecho a negociar individualmente.,Todos tienen derecho a sindicarse libremente.,Todos tienen derecho a asociarse profesionalmente.,C,La opción correcta coincide con el texto del artículo 28; las restantes alteran un elemento jurídico relevante.,Todos tienen derecho a sindicarse libremente.,alteración del contenido o alcance de un derecho,0,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-006,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 28 de la Constitución Española?,afiliarse obligatoriamente,negociar individualmente,asociarse profesionalmente,sindicarse libremente,D,«sindicarse libremente» es la expresión empleada por el artículo 28.,Todos tienen derecho a sindicarse libremente.,sustitución de una expresión literal,0,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-007,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 28 de la Constitución Española?,La ley podrá limitar o exceptuar el ejercicio de este derecho a las Fuerzas o Institutos armados o a los demás Cuerpos sometidos a disciplina militar y regulará las peculiaridades de su ejercicio para los funcionarios públicos.,La ley podrá limitar o exceptuar el ejercicio de este derecho a las Fuerzas Armadas y cuerpos judiciales o a los demás Cuerpos sometidos a disciplina militar y regulará las peculiaridades de su ejercicio para los funcionarios públicos.,La ley podrá limitar o exceptuar el ejercicio de este derecho a las institutos de investigación o a los demás Cuerpos sometidos a disciplina militar y regulará las peculiaridades de su ejercicio para los funcionarios públicos.,La ley podrá limitar o exceptuar el ejercicio de este derecho a las organizaciones profesionales o a los demás Cuerpos sometidos a disciplina militar y regulará las peculiaridades de su ejercicio para los funcionarios públicos.,A,La opción correcta coincide con el texto del artículo 28; las restantes alteran un elemento jurídico relevante.,La ley podrá limitar o exceptuar el ejercicio de este derecho a las Fuerzas o Institutos armados o a los demás Cuerpos sometidos a disciplina militar y regulará las peculiaridades de su ejercicio para los funcionarios públicos.,sustitución del instrumento o reserva legal,3,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-008,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,pertenencia_lista,seleccionar_incorrecta,¿Cuál de las siguientes expresiones NO aparece expresamente en el artículo 28 de la Constitución Española?,Todos tienen derecho a sindicarse libremente,Fuerzas Armadas y cuerpos judiciales,Fuerzas o Institutos armados,libertad sindical,B,La expresión señalada no aparece en el artículo 28; las otras tres sí proceden de su tenor literal.,Todos tienen derecho a sindicarse libremente; Fuerzas o Institutos armados; libertad sindical,contaminación de una lista de expresiones literales,4,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-009,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 28 de la Constitución Española?,"La libertad de empresa comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a fundar organizaciones sindicales internacionales o a afiliarse a las mismas.","La libertad de contratación comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a fundar organizaciones sindicales internacionales o a afiliarse a las mismas.","La libertad sindical comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a fundar organizaciones sindicales internacionales o a afiliarse a las mismas.","La libertad de comercio exterior comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a fundar organizaciones sindicales internacionales o a afiliarse a las mismas.",C,La opción correcta coincide con el texto del artículo 28; las restantes alteran un elemento jurídico relevante.,"La libertad sindical comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a fundar organizaciones sindicales internacionales o a afiliarse a las mismas.",alteración del contenido o alcance de un derecho,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-010,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 28 de la Constitución Española?,libertad de empresa,libertad de contratación,libertad de comercio exterior,libertad sindical,D,«libertad sindical» es la expresión empleada por el artículo 28.,"La libertad sindical comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a fundar organizaciones sindicales internacionales o a afiliarse a las mismas.",sustitución de una expresión literal,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-011,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 28 de la Constitución Española?,Nadie podrá ser obligado a afiliarse a un sindicato.,Toda persona deberá afiliarse a un sindicato.,La ley podrá imponer la afiliación a un sindicato representativo.,"Nadie podrá ser obligado a permanecer en un sindicato, salvo por ley.",A,La opción correcta coincide con el texto del artículo 28; las restantes alteran un elemento jurídico relevante.,Nadie podrá ser obligado a afiliarse a un sindicato.,sustitución de un elemento jurídico decisivo,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-012,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 28 de la Constitución Española?,Toda persona deberá afiliarse a un sindicato,Nadie podrá ser obligado a afiliarse a un sindicato,La ley podrá imponer la afiliación a un sindicato representativo,"Nadie podrá ser obligado a permanecer en un sindicato, salvo por ley",B,«Nadie podrá ser obligado a afiliarse a un sindicato» es la expresión empleada por el artículo 28.,Nadie podrá ser obligado a afiliarse a un sindicato.,sustitución de una expresión literal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-013,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 28 de la Constitución Española?,Se reconoce el deber de trabajar de los trabajadores para la defensa de sus intereses.,Se reconoce el derecho al cierre patronal de los trabajadores para la defensa de sus intereses.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses.,Se reconoce el derecho a la negociación individual de los trabajadores para la defensa de sus intereses.,C,La opción correcta coincide con el texto del artículo 28; las restantes alteran un elemento jurídico relevante.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses.,alteración del contenido o alcance de un derecho,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-014,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 28 de la Constitución Española?,deber de trabajar,derecho al cierre patronal,derecho a la negociación individual,derecho a la huelga,D,«derecho a la huelga» es la expresión empleada por el artículo 28.,Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses.,sustitución de una expresión literal,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-015,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 28 de la Constitución Española?,La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios esenciales de la comunidad.,La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios públicos de titularidad estatal.,La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los sectores estratégicos de la economía.,La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios mínimos administrativos.,A,La opción correcta coincide con el texto del artículo 28; las restantes alteran un elemento jurídico relevante.,La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios esenciales de la comunidad.,sustitución del instrumento o reserva legal,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-016,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,pertenencia_lista,seleccionar_incorrecta,¿Cuál de las siguientes expresiones NO aparece expresamente en el artículo 28 de la Constitución Española?,derecho a la huelga,servicios públicos de titularidad estatal,los trabajadores,servicios esenciales de la comunidad,B,La expresión señalada no aparece en el artículo 28; las otras tres sí proceden de su tenor literal.,derecho a la huelga; los trabajadores; servicios esenciales de la comunidad,contaminación de una lista de expresiones literales,3,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-017,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,localización_normativa,seleccionar_correcta,¿En qué parte del Título I se encuentra el artículo 28 de la Constitución Española?,Título I: disposiciones generales iniciales,"Capítulo segundo, Sección 2.ª: De los derechos y deberes de los ciudadanos","Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",Capítulo quinto: De la suspensión de los derechos y libertades,C,"El artículo 28 se encuentra en «Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas».","Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",localización sistemática dentro del Título I,8,93,posible_pista_de_longitud,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-28-018,28,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,pertenencia_lista,seleccionar_incorrecta,"Atendiendo al tenor literal del artículo 28, señale la expresión que NO pertenece a su contenido:",sindicarse libremente,Todos tienen derecho a sindicarse libremente,Fuerzas o Institutos armados,deber de trabajar,D,La expresión incorrecta no forma parte del artículo 28; las restantes son fragmentos de su texto.,sindicarse libremente; Todos tienen derecho a sindicarse libremente; Fuerzas o Institutos armados,tres elementos literales y uno ajeno,4,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-001,29,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 29 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 1?","Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con los efectos que determine la ley.","Todos los españoles tendrán el derecho de petición únicamente individual, por escrito, en la forma y con los efectos que determine la ley.","Todos los españoles tendrán el derecho de petición exclusivamente colectiva, por escrito, en la forma y con los efectos que determine la ley.","Todos los españoles tendrán el derecho de petición personal y representativa, por escrito, en la forma y con los efectos que determine la ley.",A,La opción correcta reproduce un fragmento del apartado 1 del artículo 29.,"Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con los efectos que determine la ley.",sustitución del instrumento o reserva legal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-002,29,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,"¿En qué artículo del Título I se contiene la regla según la cual «Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con…»?",Artículo 30,Artículo 29,Artículo 28,Artículo 31,B,El fragmento pertenece al artículo 29 de la Constitución Española.,"Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con…",localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-003,29,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 29 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 2?",Los miembros de las Fuerzas Armadas y cuerpos judiciales o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,Los miembros de las institutos de investigación o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,Los miembros de las organizaciones profesionales o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,C,La opción correcta reproduce un fragmento del apartado 2 del artículo 29.,Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,sustitución de un elemento jurídico decisivo,3,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-004,29,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer…»?,Artículo 30,Artículo 28,Artículo 31,Artículo 29,D,El fragmento pertenece al artículo 29 de la Constitución Española.,Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer…,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-005,29,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 29 de la Constitución Española?,"Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con los efectos que determine la ley.","Todos los españoles tendrán el derecho de petición únicamente individual, por escrito, en la forma y con los efectos que determine la ley.","Todos los españoles tendrán el derecho de petición exclusivamente colectiva, por escrito, en la forma y con los efectos que determine la ley.","Todos los españoles tendrán el derecho de petición personal y representativa, por escrito, en la forma y con los efectos que determine la ley.",A,La opción correcta coincide con el texto del artículo 29; las restantes alteran un elemento jurídico relevante.,"Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con los efectos que determine la ley.",sustitución del instrumento o reserva legal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-006,29,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 29 de la Constitución Española?,únicamente individual,individual y colectiva,exclusivamente colectiva,personal y representativa,B,«individual y colectiva» es la expresión empleada por el artículo 29.,"Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con los efectos que determine la ley.",sustitución de una expresión literal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-007,29,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 29 de la Constitución Española?,Los miembros de las Fuerzas Armadas y cuerpos judiciales o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,Los miembros de las institutos de investigación o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,Los miembros de las organizaciones profesionales o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,C,La opción correcta coincide con el texto del artículo 29; las restantes alteran un elemento jurídico relevante.,Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,sustitución de un elemento jurídico decisivo,3,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-008,29,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 29 de la Constitución Española?,Fuerzas Armadas y cuerpos judiciales,institutos de investigación,organizaciones profesionales,Fuerzas o Institutos armados,D,«Fuerzas o Institutos armados» es la expresión empleada por el artículo 29.,Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.,sustitución de una expresión literal,3,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-009,29,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,localización_normativa,seleccionar_correcta,¿En qué parte del Título I se encuentra el artículo 29 de la Constitución Española?,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas","Capítulo segundo, Sección 2.ª: De los derechos y deberes de los ciudadanos",Capítulo quinto: De la suspensión de los derechos y libertades,Capítulo segundo: Derechos y libertades (fuera de sus secciones),A,"El artículo 29 se encuentra en «Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas».","Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",localización sistemática dentro del Título I,4,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-29-010,29,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,pertenencia_lista,seleccionar_incorrecta,"Atendiendo al tenor literal del artículo 29, señale la expresión que NO pertenece a su contenido:",individual y colectiva,únicamente individual,Todos los españoles,Todos los españoles tendrán el derecho de petición individual y colectiva,B,La expresión incorrecta no forma parte del artículo 29; las restantes son fragmentos de su texto.,individual y colectiva; Todos los españoles; Todos los españoles tendrán el derecho de petición individual y colectiva,tres elementos literales y uno ajeno,9,94,posible_pista_de_longitud,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-30-001,30,1,"Capítulo segundo, Sección 2.ª: De los derechos y deberes de los ciudadanos",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 30 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 1?",Los españoles tienen el derecho y el deber de participar en elecciones.,Los españoles tienen el derecho y el deber de contribuir al gasto público.,Los españoles tienen el derecho y el deber de defender a España.,Los españoles tienen el derecho y el deber de proteger el medio ambiente.,C,La opción correcta reproduce un fragmento del apartado 1 del artículo 30.,Los españoles tienen el derecho y el deber de defender a España.,sustitución de un elemento jurídico decisivo,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-30-002,30,1,"Capítulo segundo, Sección 2.ª: De los derechos y deberes de los ciudadanos",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Los españoles tienen el derecho y el deber de defender a España.»?,Artículo 31,Artículo 29,Artículo 32,Artículo 30,D,El fragmento pertenece al artículo 30 de la Constitución Española.,Los españoles tienen el derecho y el deber de defender a España.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
