question_id,generation_version,article,paragraph,article_title,title,chapter,section,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,false_basis,pattern,option_length_gap,quality_score,quality_flags,self_contained,syntactic_parallelism,verification_status,review_status,source_version,source_url,source_retrieved_at
L4FPV-088-e782cf68609dd0,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Pagas extraordinarias», señale la afirmación correcta:","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Cuando, con sujeción a la normativa vigente, el personal funcionario realice una jornada inferior a la fijada para el puesto de trabajo que ocupe, se reducirán, cuando proceda, sus retribuciones íntegras en la proporción correspondiente».","El artículo 88 de la Ley 4/2021 dispone: «En los supuestos de jubilación o fallecimiento, el mes en que se produzca el cese se computará como un mes completo, con independencia del número de días de servicio efectivamente prestados».",El artículo 88 de la Ley 4/2021 dispone: «La aplicación del complemento de actividad profesional en la Administración de la Generalitat se efectuará de acuerdo con los criterios establecidos por el CIR de conformidad con lo previsto en el artículo 9.5.a».,A,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,4,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-84dc98444bcef4,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Pagas extraordinarias», ¿qué afirmación coincide con su contenido?","El artículo 88 de la Ley 4/2021 dispone: «Las retribuciones del personal laboral se determinarán de conformidad con la legislación laboral, el convenio colectivo que le sea aplicable, y el contrato de trabajo, respetando, en todo caso, lo previsto en el artículo 84».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Cuando el tiempo de servicios prestados fuera inferior a la totalidad del período correspondiente a una paga extraordinaria, esta se abonará en la parte proporcional que resulte según los meses y días de servicio efectivamente prestados».","El artículo 88 de la Ley 4/2021 dispone: «Las retribuciones complementarias son las que retribuyen la carrera administrativa, las características de los puestos de trabajo, el resultado de la actividad profesional, así como los servicios extraordinarios prestados fuera de la jornada normal de trabajo».",B,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,3,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-857a3fbf8bae63,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,literal_con_hueco,seleccionar_correcta,"Según el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Pagas extraordinarias», seleccione la redacción que se ajusta al precepto:","El artículo 88 de la Ley 4/2021 dispone: «A los efectos de lo previsto en este artículo no se considerarán como días hábiles los sábados, sin perjuicio de las adaptaciones que se establezcan para los horarios especiales».","El artículo 88 de la Ley 4/2021 dispone: «Los trienios, destinados a retribuir la antigüedad del personal funcionario y que consisten en una cantidad igual para cada grupo o subgrupo de clasificación profesional o para la agrupación profesional funcionarial por cada tres años de servicio».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «El complemento de actividad profesional, que retribuye el grado de interés, iniciativa o esfuerzo con que el personal funcionario desempeña su trabajo y el rendimiento o resultados obtenidos».",C,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,9,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-b450305760f99d,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"En relación con «Pagas extraordinarias», regulado en el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿qué regla aparece expresamente en el precepto?",El artículo 88 de la Ley 4/2021 dispone: «Su percepción no será fija y periódica en el tiempo y exigirá la previa planificación de los objetivos a alcanzar y la posterior evaluación de los resultados obtenidos».,"El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, esta previsión exige siempre autorización judicial previa».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, esta regla solo se aplica al personal eventual».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».",D,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,14,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-0e35109f8edf02,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,3,afirmación_incorrecta,seleccionar_incorrecta,"En relación con el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Pagas extraordinarias», indique la afirmación INCORRECTA:","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, esta competencia corresponde exclusivamente a Les Corts».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «De acuerdo con el precepto, las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «El precepto dispone que las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».",A,"La opción incorrecta altera el contenido del artículo 88; la previsión de referencia es «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, esta competencia corresponde exclusivamente a Les Corts.",tres_previsiones_reales_y_una_mutación,8,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-81a65a80460fa1,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Pagas extraordinarias», ¿cuál de las siguientes afirmaciones reproduce correctamente una previsión del precepto?","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, queda excluida cuando el procedimiento se inicia de oficio».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, únicamente puede aplicarse mediante actuación presencial».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo. Además, su incumplimiento carece de efectos jurídicos».",B,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-ab2bb3aadb18e5,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Pagas extraordinarias», señale la afirmación correcta:","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias no serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias podrán ser dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán únicamente de forma provisional dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».",C,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,4,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-bc43d11bb127c2,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,literal_con_hueco,seleccionar_correcta,"Conforme al artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Pagas extraordinarias», ¿qué formulación completa correctamente una de sus previsiones?","El artículo 88 de la Ley 4/2021 dispone: «El personal en prácticas que ya esté prestando servicios en la misma administración pública, organismo público, consorcio o universidad pública como funcionaria o funcionario de carrera, interino, personal laboral fijo o temporal».","El artículo 88 de la Ley 4/2021 dispone: «El personal funcionario interino percibirá las retribuciones básicas del grupo o subgrupo de adscripción o de la agrupación profesional funcionarial, así como las pagas extraordinarias por los conceptos retributivos que le corresponden».","El artículo 88 de la Ley 4/2021 dispone: «Cuando, con sujeción a la normativa vigente, el personal funcionario realice una jornada inferior a la fijada para el puesto de trabajo que ocupe, se reducirán, cuando proceda, sus retribuciones íntegras en la proporción correspondiente».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».",D,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,3,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-40fe87ed1b9f93,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Pagas extraordinarias», indique la opción correcta:","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «En los supuestos de jubilación o fallecimiento, el mes en que se produzca el cese se computará como un mes completo, con independencia del número de días de servicio efectivamente prestados».",El artículo 88 de la Ley 4/2021 dispone: «La aplicación del complemento de actividad profesional en la Administración de la Generalitat se efectuará de acuerdo con los criterios establecidos por el CIR de conformidad con lo previsto en el artículo 9.5.a».,"El artículo 88 de la Ley 4/2021 dispone: «Las retribuciones del personal laboral se determinarán de conformidad con la legislación laboral, el convenio colectivo que le sea aplicable, y el contrato de trabajo, respetando, en todo caso, lo previsto en el artículo 84».",A,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,4,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-088-b7b5101f62a924,v1-densidad-25-editorial-contextual,88,,Pagas extraordinarias.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"En relación con «Pagas extraordinarias», regulado en el artículo 88 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿qué regla aparece expresamente en el precepto?","El artículo 88 de la Ley 4/2021 dispone: «Cuando el tiempo de servicios prestados fuera inferior a la totalidad del período correspondiente a una paga extraordinaria, esta se abonará en la parte proporcional que resulte según los meses y días de servicio efectivamente prestados».","El artículo 88 de la Ley 4/2021 dispone: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «Las retribuciones complementarias son las que retribuyen la carrera administrativa, las características de los puestos de trabajo, el resultado de la actividad profesional, así como los servicios extraordinarios prestados fuera de la jornada normal de trabajo».","El artículo 88 de la Ley 4/2021 dispone: «A los efectos de lo previsto en este artículo no se considerarán como días hábiles los sábados, sin perjuicio de las adaptaciones que se establezcan para los horarios especiales».",B,"La opción correcta reproduce la previsión del artículo 88: «Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.».","Las pagas extraordinarias serán dos al año, cada una por el importe de una mensualidad de las retribuciones básicas y de las complementarias vinculadas a la carrera administrativa y al puesto de trabajo.",,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-078de09bc8a5ac,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,1,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana se regula «Indemnizaciones por razón del servicio»?",La materia se regula en el artículo 88 de la Ley 4/2021.,La materia se regula en el artículo 90 de la Ley 4/2021.,La materia se regula en el artículo 89 de la Ley 4/2021.,La materia se regula en el artículo 87 de la Ley 4/2021.,C,«Indemnizaciones por razón del servicio» es la rúbrica del artículo 89.,Artículo 89. Indemnizaciones por razón del servicio.,,localización_de_artículo,0,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-22466a91f9ab70,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,1,denominación_del_artículo,seleccionar_correcta,"Según la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿cuál es la denominación correcta del artículo 89?",El artículo 89 de la Ley 4/2021 se denomina «Pagas extraordinarias».,El artículo 89 de la Ley 4/2021 se denomina «Retribuciones del personal funcionario interino».,El artículo 89 de la Ley 4/2021 se denomina «Retribuciones complementarias».,El artículo 89 de la Ley 4/2021 se denomina «Indemnizaciones por razón del servicio».,D,El artículo 89 se denomina «Indemnizaciones por razón del servicio».,Artículo 89. Indemnizaciones por razón del servicio.,,identificación_de_rúbrica,3,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-50978cafdea3d0,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Según la regulación contenida en el artículo 89 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana sobre «Indemnizaciones por razón del servicio», seleccione la formulación correcta:",El artículo 89 de la Ley 4/2021 dispone: «El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio».,El artículo 89 de la Ley 4/2021 dispone: «Estos días se podrán disfrutar desde el día siguiente al del cumplimiento de los correspondientes años de servicio».,El artículo 89 de la Ley 4/2021 dispone: «Las y los funcionarios no podrán ser retribuidos por otros conceptos que los establecidos en la presente ley».,"El artículo 89 de la Ley 4/2021 dispone: «º Competencial, destinado a retribuir la dificultad técnica y la responsabilidad que concurren en los puestos de trabajo».",A,La opción correcta reproduce la previsión del artículo 89: «El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio.».,El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio.,,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-c9cb1671edfe00,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 89 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Indemnizaciones por razón del servicio», ¿cuál de las siguientes afirmaciones reproduce correctamente una previsión del precepto?",El artículo 89 de la Ley 4/2021 dispone: «mediante acuerdo verbal se ajustarán sus cuantías».,El artículo 89 de la Ley 4/2021 dispone: «Reglamentariamente se ajustarán sus cuantías».,El artículo 89 de la Ley 4/2021 dispone: «por instrucción interna se ajustarán sus cuantías».,El artículo 89 de la Ley 4/2021 dispone: «sin regulación previa se ajustarán sus cuantías».,B,La opción correcta reproduce la previsión del artículo 89: «Reglamentariamente se ajustarán sus cuantías.».,Reglamentariamente se ajustarán sus cuantías.,,una_previsión_literal_y_tres_mutaciones_controladas,2,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-47e98746375474,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,literal_con_hueco,seleccionar_correcta,"Según el artículo 89 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Indemnizaciones por razón del servicio», seleccione la redacción que se ajusta al precepto:",El artículo 89 de la Ley 4/2021 dispone: «A partir de los quince años de servicio: veintitrés días hábiles».,El artículo 89 de la Ley 4/2021 dispone: «A partir de los treinta años de servicio: veintiséis días hábiles».,El artículo 89 de la Ley 4/2021 dispone: «Sus tipos y cuantías serán únicas para cada concepto para todo el personal».,El artículo 89 de la Ley 4/2021 dispone: «A partir de los veinte años de servicio: veinticuatro días hábiles».,C,La opción correcta reproduce la previsión del artículo 89: «Sus tipos y cuantías serán únicas para cada concepto para todo el personal.».,Sus tipos y cuantías serán únicas para cada concepto para todo el personal.,,una_previsión_literal_y_tres_mutaciones_controladas,2,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-003e3b358cce78,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 89 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Indemnizaciones por razón del servicio», ¿qué afirmación coincide con su contenido?","El artículo 89 de la Ley 4/2021 dispone: «El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio. Además, únicamente puede aplicarse mediante actuación presencial».","El artículo 89 de la Ley 4/2021 dispone: «El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio. Además, su incumplimiento carece de efectos jurídicos».",El artículo 89 de la Ley 4/2021 dispone: «A partir de los quince años de servicio: veintitrés días hábiles».,El artículo 89 de la Ley 4/2021 dispone: «El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio».,D,La opción correcta reproduce la previsión del artículo 89: «El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio.».,El personal funcionario percibirá las indemnizaciones correspondientes por razón del servicio.,,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-089-bf9829d6506c86,v1-densidad-25-editorial-contextual,89,,Indemnizaciones por razón del servicio.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo III. Régimen retributivo y de la Seguridad Social,,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 89 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Indemnizaciones por razón del servicio», indique la opción correcta:",El artículo 89 de la Ley 4/2021 dispone: «Reglamentariamente se ajustarán sus cuantías».,"El artículo 89 de la Ley 4/2021 dispone: «En ambos casos, si procede, debe continuar percibiendo el complemento de carrera administrativa u otros complementos equiparables».",El artículo 89 de la Ley 4/2021 dispone: «Las retribuciones que pueden percibir las y los funcionarios de carrera se clasifican en básicas y complementarias».,"El artículo 89 de la Ley 4/2021 dispone: «El personal funcionario de carrera, asimismo, percibirá las pagas extraordinarias en los términos establecidos en el artículo 88».",A,La opción correcta reproduce la previsión del artículo 89: «Reglamentariamente se ajustarán sus cuantías.».,Reglamentariamente se ajustarán sus cuantías.,,una_previsión_literal_y_tres_mutaciones_controladas,13,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
