question_id,article,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,verification_status,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-1-9-082,5,2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál reproduce exactamente el artículo 5?,Madrid es la capital política de España.,La capital del Estado es la villa de Madrid.,La ciudad de Madrid es la sede de los poderes del Estado.,La capital de España es el municipio de Madrid.,B,La opción correcta reproduce el precepto.,La capital del Estado es la villa de Madrid.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-083,5,2,pertenencia_lista,seleccionar_incorrecta,¿Qué expresión NO aparece en el artículo 5?,Capital.,Estado.,Ciudad de Madrid.,Villa de Madrid.,C,"El artículo usa «villa», no «ciudad».",La capital del Estado es la villa de Madrid.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-084,5,2,literal_con_hueco,seleccionar_correcta,Complete: «La capital del Estado es...»,La ciudad de Madrid.,Madrid capital.,El municipio de Madrid.,La villa de Madrid.,D,Completa literalmente el precepto.,La capital del Estado es la villa de Madrid.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-085,5,2,localización_normativa,seleccionar_correcta,¿En qué artículo se establece la capital del Estado?,En el artículo 5.,En el artículo 1.,En el artículo 4.,En el artículo 6.,A,La capital se regula en el artículo 5.,La capital del Estado es la villa de Madrid.,localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-086,5,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 5, señale la afirmación INCORRECTA:",La capital del Estado es la villa de Madrid.,La capital del Estado es la villa de Barcelona.,El artículo emplea el término «villa».,Madrid es identificada como capital del Estado.,B,"El artículo identifica como capital la villa de Madrid, no Barcelona.",La capital del Estado es la villa de Madrid.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-087,5,2,fragmento_literal_o_concepto,seleccionar_correcta,¿Qué término utiliza la Constitución para referirse a Madrid en el artículo 5?,Ciudad.,Municipio.,Villa.,Capitalidad.,C,El sustantivo exacto es «villa».,La capital del Estado es la villa de Madrid.,fragmento_literal_o_concepto,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-088,5,3,permutación_relacional,seleccionar_correcta,¿Cuál es la relación correcta según el artículo 5?,Capital de España — Comunidad de Madrid.,Sede de las Cortes — ciudad de Madrid.,Capital política — municipio de Madrid.,Capital del Estado — villa de Madrid.,D,Es la relación literal del precepto.,La capital del Estado es la villa de Madrid.,permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-089,6,2,función_competencia,seleccionar_correcta,Los partidos políticos expresan:,El pluralismo político.,La soberanía nacional.,La voluntad legislativa.,La representación territorial.,A,Es la primera función del artículo 6.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-090,6,2,función_competencia,seleccionar_correcta,Los partidos políticos concurren:,A la formación y control del Gobierno.,A la formación y manifestación de la voluntad popular.,A la defensa de intereses económicos y sociales.,A la elección directa de los poderes del Estado.,B,Es la función literal.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-091,6,2,finalidad_objetivo,seleccionar_correcta,Los partidos políticos son instrumento fundamental para:,La representación territorial.,La negociación colectiva.,La participación política.,La participación económica.,C,El artículo atribuye esa finalidad.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",finalidad_objetivo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-092,6,2,condición_excepción,seleccionar_correcta,La creación de los partidos y el ejercicio de su actividad son libres:,Con autorización previa del Gobierno.,Dentro del respeto exclusivo a sus Estatutos.,Siempre que tengan representación parlamentaria.,Dentro del respeto a la Constitución y a la ley.,D,La libertad se condiciona al respeto constitucional y legal.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",condición_excepción,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-093,6,2,permiso_prohibición_o_modalidad,seleccionar_correcta,La estructura interna y el funcionamiento de los partidos:,Deberán ser democráticos.,Podrán ser democráticos.,Serán determinados por el Gobierno.,Deberán ser representativos y jerárquicos.,A,El artículo usa un mandato imperativo.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",permiso_prohibición_o_modalidad,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-094,6,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 6, señale la afirmación INCORRECTA:",Expresan el pluralismo político.,La creación de partidos requiere autorización administrativa previa.,Son instrumento fundamental para la participación política.,Su funcionamiento deberá ser democrático.,B,La creación es libre dentro del respeto a la Constitución y la ley.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-095,6,2,literal_con_hueco,seleccionar_correcta,Complete: «Los partidos políticos expresan...»,La voluntad popular.,La soberanía nacional.,El pluralismo político.,La representación política.,C,Completa literalmente el inicio.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-096,6,3,literal_con_hueco,seleccionar_correcta,Complete: «concurren a la formación y manifestación...»,De la soberanía nacional.,Del pluralismo social.,De la opinión pública.,De la voluntad popular.,D,Es la expresión literal.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-097,6,2,literal_con_hueco,seleccionar_correcta,Complete: «son instrumento fundamental para...»,La participación política.,La representación parlamentaria.,La participación social.,El acceso a cargos públicos.,A,Es la finalidad literal.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-098,6,3,literal_con_hueco,seleccionar_correcta,Complete: «Su creación y el ejercicio de su actividad son...»,Autorizados.,Libres.,Regulados.,Públicos.,B,El artículo utiliza «libres».,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-099,6,3,literal_con_hueco,seleccionar_correcta,Complete: «dentro del respeto a...»,La soberanía y el orden público.,Las Cortes y el Gobierno.,La Constitución y a la ley.,La Constitución y sus Estatutos.,C,Es el límite literal.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-100,6,3,literal_con_hueco,seleccionar_correcta,Complete: «Su estructura interna y funcionamiento deberán ser...»,Representativos.,Transparentes.,Jerárquicos.,Democráticos.,D,El mandato es democracia interna.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-101,6,3,pertenencia_lista,seleccionar_incorrecta,¿Cuál de estas funciones NO atribuye expresamente el artículo 6 a los partidos políticos?,La defensa de intereses económicos y sociales propios.,Expresar el pluralismo político.,Concurrir a la formación de la voluntad popular.,Servir de instrumento para la participación política.,A,Esa función corresponde al artículo 7.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-102,6,3,permutación_relacional,seleccionar_correcta,"Según el artículo 6, ¿qué relación es correcta?",Partidos políticos — intereses económicos y sociales propios.,Partidos políticos — pluralismo político.,Partidos políticos — organización militar.,Partidos políticos — capital del Estado.,B,El artículo 6 vincula partidos y pluralismo.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-103,6,4,discriminación_multirregla,seleccionar_correcta,¿Cuál sintetiza correctamente el artículo 6?,"Soberanía, representación territorial, autorización previa y jerarquía interna.","Intereses económicos, negociación colectiva, libertad absoluta y estructura representativa.","Pluralismo, voluntad popular, participación política, libertad dentro de la Constitución y la ley y democracia interna.","Participación social, control del Gobierno, registro constitutivo y funcionamiento plural.",C,Reúne todas las reglas principales.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",discriminación_multirregla,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-104,6,3,localización_normativa,seleccionar_correcta,¿En qué artículo se regulan las funciones constitucionales básicas de los partidos políticos?,En el artículo 5.,En el artículo 7.,En el artículo 9.,En el artículo 6.,D,La materia está en el artículo 6.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-105,6,3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 6, señale la afirmación correcta:",La actividad de los partidos es libre dentro del respeto a la Constitución y a la ley.,La actividad de los partidos solo es libre si tienen representación parlamentaria.,La estructura interna puede ser no democrática si lo prevén sus Estatutos.,Los partidos expresan la solidaridad territorial.,A,Es la cláusula de libertad y límite del artículo.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-106,6,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 6, ¿cuál de estas formulaciones es INCORRECTA porque altera el verbo modal?",La estructura interna deberá ser democrática.,La estructura interna y el funcionamiento podrán ser democráticos.,El funcionamiento deberá ser democrático.,La creación de los partidos es libre.,B,"El texto utiliza «deberán», no «podrán».","Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-107,6,3,sujeto_órgano,seleccionar_correcta,¿Qué sujetos son instrumento fundamental para la participación política?,Los sindicatos de trabajadores.,Las asociaciones empresariales.,Los partidos políticos.,Las Fuerzas Armadas.,C,Es una función propia de los partidos.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-108,6,3,consecuencia_jurídica,seleccionar_correcta,¿Qué exigencia organizativa deriva directamente del artículo 6?,Financiación exclusivamente pública.,Afiliación obligatoria de los cargos electos.,Elección directa de todos sus órganos por los ciudadanos.,Estructura interna y funcionamiento democráticos.,D,La exigencia expresa es democracia interna.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",consecuencia_jurídica,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-109,6,3,pertenencia_lista,seleccionar_correcta,¿Cuál de estos términos aparece expresamente en el artículo 6?,Voluntad popular.,Voluntad general.,Opinión pública.,Representación nacional.,A,El artículo menciona formación y manifestación de la voluntad popular.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-110,6,4,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 6, ¿cuál de las siguientes afirmaciones sobre la finalidad de los partidos es INCORRECTA?",Expresan el pluralismo político.,Los partidos son instrumento fundamental para la participación social y económica.,Concurren a la formación de la voluntad popular.,Son instrumento fundamental para la participación política.,B,La finalidad literal es participación política.,"Los partidos políticos expresan el pluralismo político, concurren a la formación y manifestación de la voluntad popular y son instrumento fundamental para la participación política. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-111,7,2,sujeto_órgano,seleccionar_correcta,El artículo 7 se refiere expresamente a:,Los partidos políticos y los sindicatos.,Los colegios profesionales y las asociaciones empresariales.,Los sindicatos de trabajadores y las asociaciones empresariales.,Los sindicatos y las cámaras de comercio.,C,Son los dos sujetos del artículo.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-112,7,2,función_competencia,seleccionar_correcta,Sindicatos y asociaciones empresariales contribuyen:,A la formación de la voluntad popular.,A la participación política.,A la defensa del ordenamiento constitucional.,A la defensa y promoción de los intereses económicos y sociales que les son propios.,D,Es la función literal del artículo 7.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-113,7,2,condición_excepción,seleccionar_correcta,Su creación y actividad son libres:,Dentro del respeto a la Constitución y a la ley.,Con autorización del Gobierno.,Dentro del respeto a los convenios colectivos.,Siempre que tengan implantación nacional.,A,La libertad queda sometida a Constitución y ley.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,condición_excepción,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-114,7,2,permiso_prohibición_o_modalidad,seleccionar_correcta,Su estructura interna y funcionamiento:,Podrán ser representativos.,Deberán ser democráticos.,Serán regulados por el Gobierno.,Deberán ser jerárquicos.,B,El artículo impone democracia interna.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,permiso_prohibición_o_modalidad,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-115,7,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 7, señale la afirmación INCORRECTA:",Defienden y promueven intereses económicos y sociales propios.,Su creación es libre dentro del respeto a la Constitución y la ley.,Los sindicatos concurren a la formación de la voluntad popular.,Su funcionamiento deberá ser democrático.,C,La formación de la voluntad popular corresponde al artículo 6.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-116,7,2,literal_con_hueco,seleccionar_correcta,Complete: «Los sindicatos de trabajadores y las asociaciones empresariales contribuyen...»,A la formación de la voluntad popular.,A la defensa del interés general.,A la participación política y económica.,A la defensa y promoción de los intereses económicos y sociales que les son propios.,D,Completa literalmente la función.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-117,7,3,literal_con_hueco,seleccionar_correcta,Complete el artículo 7: «Su creación y el ejercicio de su actividad son...»,Libres.,Públicos.,Regulados.,Autorizados.,A,El término literal es «libres».,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-118,7,3,literal_con_hueco,seleccionar_correcta,Complete el artículo 7: «dentro del respeto a...»,Los convenios y la negociación colectiva.,La Constitución y a la ley.,El Gobierno y las Cortes.,La Constitución y sus normas internas.,B,Es el límite del artículo.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-119,7,3,literal_con_hueco,seleccionar_correcta,Complete el artículo 7: «Su estructura interna y funcionamiento deberán ser...»,Paritarios.,Representativos.,Democráticos.,Transparentes.,C,La exigencia es democracia interna.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-120,7,3,pertenencia_lista,seleccionar_incorrecta,¿Qué sujeto NO aparece en el artículo 7?,Los sindicatos de trabajadores.,Las asociaciones empresariales.,Ambos sujetos anteriores.,Los partidos políticos.,D,Los partidos se regulan en el artículo 6.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-121,7,3,permutación_relacional,seleccionar_correcta,"Según el artículo 7, ¿qué relación es correcta?",Sindicatos — intereses económicos y sociales propios.,Sindicatos — voluntad popular.,Asociaciones empresariales — participación política.,Sindicatos — soberanía nacional.,A,La relación deriva del artículo 7.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-122,7,4,discriminación_multirregla,seleccionar_correcta,¿Cuál sintetiza correctamente el artículo 7?,Participación política; autorización administrativa; funcionamiento representativo.,Defensa y promoción de intereses propios; libertad dentro de Constitución y ley; democracia interna.,Formación de voluntad popular; libertad absoluta; estructura jerárquica.,Defensa del interés general; registro constitutivo; funcionamiento paritario.,B,Reúne las tres reglas del precepto.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,discriminación_multirregla,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-123,7,3,localización_normativa,seleccionar_correcta,¿En qué artículo se regulan conjuntamente sindicatos de trabajadores y asociaciones empresariales?,En el artículo 6.,En el artículo 8.,En el artículo 7.,En el artículo 9.,C,La materia está en el artículo 7.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-124,7,3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 7, señale la afirmación correcta:",La creación de sindicatos y asociaciones empresariales exige autorización administrativa previa.,La estructura y el funcionamiento de sindicatos y asociaciones empresariales pueden no ser democráticos.,"Solo los sindicatos de trabajadores, y no las asociaciones empresariales, tienen libertad de creación y actividad.",La creación de sindicatos y asociaciones empresariales es libre dentro del respeto a la Constitución y a la ley.,D,Reproduce la cláusula común.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,equilibrio_sintáctico_y_longitud,
