question_id,norm_code,norm_title,title,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,editorial_audit_status,editorial_rule_version,review_status,source_version,source_url,source_retrieved_at
EACV-TIII-333,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,1,2,posición_jurisdiccional,seleccionar_correcta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué posición ocupa el Tribunal Superior de Justicia?",Culmina la organización judicial en el territorio valenciano.,Es un órgano consultivo del Consell.,Depende jerárquicamente de Les Corts.,Sustituye al Tribunal Supremo en toda España.,A,El artículo 33.1 establece: «culmina la organización judicial».,"El Tribunal Superior de Justicia de la Comunitat Valenciana es el órgano jurisdiccional en el que culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana, de acuerdo con la Constitución.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-334,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,1,3,literal_con_hueco,seleccionar_correcta,El Tribunal Superior de Justicia:,Sustituye al Tribunal Supremo en toda España.,Culmina la organización judicial en el territorio valenciano.,Depende jerárquicamente de Les Corts.,Es un órgano consultivo del Consell.,B,La formulación correcta se apoya en el inciso: «culmina la organización judicial».,"El Tribunal Superior de Justicia de la Comunitat Valenciana es el órgano jurisdiccional en el que culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana, de acuerdo con la Constitución.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-335,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",El Tribunal Superior de Justicia culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana.,El Tribunal Superior de Justicia puede establecer doctrina en los órdenes jurisdiccionales en los que proceda.,El Tribunal Superior de Justicia es un órgano consultivo de Les Corts.,Las competencias del Tribunal Superior se ejercen sin perjuicio de las competencias del Tribunal Supremo.,C,La opción incorrecta altera la regla «culmina la organización judicial».,"El Tribunal Superior de Justicia de la Comunitat Valenciana es el órgano jurisdiccional en el que culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana, de acuerdo con la Constitución.",tres_afirmaciones_completas_válidas_y_una_alterada,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-336,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,1,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 33 del Estatuto se establece que el Tribunal Superior de Justicia culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana?,Apartado 2.,Apartado 3.,Apartado 4.,Apartado 1.,D,"La regla se encuentra en el artículo 33, apartado 1.","El Tribunal Superior de Justicia de la Comunitat Valenciana es el órgano jurisdiccional en el que culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana, de acuerdo con la Constitución.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-337,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,3,función_jurisdiccional,seleccionar_correcta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué función doctrinal puede ejercer?",Establecer doctrina en los órdenes jurisdiccionales en los que proceda.,Aprobar leyes autonómicas.,Nombrar Consellers.,Reformar el Estatuto.,A,El artículo 33.2 establece: «establecimiento de la doctrina».,"Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",pregunta_directa_con_sustitución_controlada,8,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-338,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,4,literal_con_hueco,seleccionar_correcta,El Tribunal Superior puede:,Reformar el Estatuto.,Establecer doctrina en los órdenes jurisdiccionales en los que proceda.,Nombrar Consellers.,Aprobar leyes autonómicas.,B,La formulación correcta se apoya en el inciso: «establecimiento de la doctrina».,"Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",recuperación_literal_o_conceptual,8,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-339,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",El Tribunal Superior de Justicia puede establecer doctrina en los órdenes jurisdiccionales en los que proceda.,Las competencias del Tribunal Superior se ejercen sin perjuicio de las competencias del Tribunal Supremo.,El Tribunal Superior de Justicia puede reformar el Estatuto.,Se crea el Consell de la Justicia de la Comunitat Valenciana.,C,La opción incorrecta altera la regla «establecimiento de la doctrina».,"Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",tres_afirmaciones_completas_válidas_y_una_alterada,7,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-340,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 33 del Estatuto se establece que el Tribunal Superior de Justicia puede establecer doctrina en los órdenes jurisdiccionales en los que proceda?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 33, apartado 2.","Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-341,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,3,límite_competencial,seleccionar_correcta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué límite se mantiene respecto del Tribunal Supremo?",Sin perjuicio de las competencias del Tribunal Supremo.,Con exclusión absoluta del Tribunal Supremo.,Bajo dependencia del Consell.,Solo con autorización de Les Corts.,A,El artículo 33.2 establece: «sin perjuicio de las competencias del Tribunal Supremo».,"Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-342,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,4,literal_con_hueco,seleccionar_correcta,La competencia del Tribunal Superior se ejerce:,Solo con autorización de Les Corts.,Sin perjuicio de las competencias del Tribunal Supremo.,Bajo dependencia del Consell.,Con exclusión absoluta del Tribunal Supremo.,B,La formulación correcta se apoya en el inciso: «sin perjuicio de las competencias del Tribunal Supremo».,"Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",recuperación_literal_o_conceptual,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-343,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Las competencias del Tribunal Superior se ejercen sin perjuicio de las competencias del Tribunal Supremo.,Se crea el Consell de la Justicia de la Comunitat Valenciana.,El Tribunal Superior excluye toda competencia del Tribunal Supremo.,Una Ley de Les Corts determinará la estructura y funciones del Consell de la Justicia de acuerdo con la Ley Orgánica del Poder Judicial.,C,La opción incorrecta altera la regla «sin perjuicio de las competencias del Tribunal Supremo».,"Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",tres_afirmaciones_completas_válidas_y_una_alterada,15,98,brecha_longitud_media,AUTO_PASS_WITH_FLAGS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-344,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 33 del Estatuto se establece que las competencias del Tribunal Superior se ejercen sin perjuicio de las competencias del Tribunal Supremo?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 33, apartado 2.","Por medio del sistema de instancias procesales y recursos determinado por la legislación del Estado, será competencia del Tribunal Superior de Justicia el establecimiento de la doctrina en los órdenes jurisdiccionales en los que proceda, extendiéndose a los asuntos cuyo conocimiento le atribuya el Estado en el territorio de la Comunitat Valenciana, sin perjuicio de las competencias del Tribunal Supremo.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-345,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,2,creación_institucional,seleccionar_correcta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué órgano se crea en materia de justicia?",El Consell de la Justicia de la Comunitat Valenciana.,El Consejo General Valenciano del Poder Judicial.,Una Fiscalía autonómica independiente del Estado.,El Senado Judicial Valenciano.,A,El artículo 33.3 establece: «Consell de la Justicia».,"Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",pregunta_directa_con_sustitución_controlada,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-346,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,3,literal_con_hueco,seleccionar_correcta,El Estatuto crea:,El Senado Judicial Valenciano.,El Consell de la Justicia de la Comunitat Valenciana.,Una Fiscalía autonómica independiente del Estado.,El Consejo General Valenciano del Poder Judicial.,B,La formulación correcta se apoya en el inciso: «Consell de la Justicia».,"Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",recuperación_literal_o_conceptual,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-347,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Se crea el Consell de la Justicia de la Comunitat Valenciana.,Una Ley de Les Corts determinará la estructura y funciones del Consell de la Justicia de acuerdo con la Ley Orgánica del Poder Judicial.,Se crea un Senado Judicial Valenciano con potestad legislativa.,La colaboración entre la Sala de Gobierno del Tribunal Superior y la Conselleria de Justicia se realiza mediante la Comisión Mixta.,C,La opción incorrecta altera la regla «Consell de la Justicia».,"Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",tres_afirmaciones_completas_válidas_y_una_alterada,15,98,brecha_longitud_media,AUTO_PASS_WITH_FLAGS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-348,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 33 del Estatuto se establece que se crea el Consell de la Justicia de la Comunitat Valenciana?,Apartado 1.,Apartado 2.,Apartado 4.,Apartado 3.,D,"La regla se encuentra en el artículo 33, apartado 3.","Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-349,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,3,instrumento_normativo,seleccionar_correcta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué norma determina su estructura y funciones?","Una Ley de Les Corts, de acuerdo con la Ley Orgánica del Poder Judicial.",Un decreto del Rey.,El Reglamento del Congreso.,Una orden de la Conselleria.,A,El artículo 33.3 establece: «Ley de Les Corts ... Ley Orgánica del Poder Judicial».,"Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",pregunta_directa_con_sustitución_controlada,10,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-350,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,4,instrumento_normativo,seleccionar_correcta,La regulación corresponde a:,Una orden de la Conselleria.,"Una Ley de Les Corts, de acuerdo con la Ley Orgánica del Poder Judicial.",El Reglamento del Congreso.,Un decreto del Rey.,B,La formulación correcta se apoya en el inciso: «Ley de Les Corts ... Ley Orgánica del Poder Judicial».,"Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",recuperación_literal_o_conceptual,10,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-351,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Una Ley de Les Corts determinará la estructura y funciones del Consell de la Justicia de acuerdo con la Ley Orgánica del Poder Judicial.,La colaboración entre la Sala de Gobierno del Tribunal Superior y la Conselleria de Justicia se realiza mediante la Comisión Mixta.,La estructura del Consell de la Justicia se fija por orden ministerial sin ley.,El Tribunal Superior de Justicia culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana.,C,La opción incorrecta altera la regla «Ley de Les Corts ... Ley Orgánica del Poder Judicial».,"Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",tres_afirmaciones_completas_válidas_y_una_alterada,10,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-352,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,3,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 33 del Estatuto se establece que una Ley de Les Corts determinará la estructura y funciones del Consell de la Justicia de acuerdo con la Ley Orgánica del Poder Judicial?,Apartado 1.,Apartado 2.,Apartado 4.,Apartado 3.,D,"La regla se encuentra en el artículo 33, apartado 3.","Se crea el Consell de la Justicia de la Comunitat Valenciana. Una Ley de Les Corts determinará su estructura, composición, nombramientos y funciones dentro de las competencias de la Generalitat en materia de administración de justicia y de acuerdo con la Ley Orgánica del Poder Judicial.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-353,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,4,2,cooperación_institucional,seleccionar_correcta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, ¿a través de qué órgano se articula la colaboración institucional?",La Comisión Mixta.,La Diputación Permanente.,El Comité Econòmic i Social.,La Junta Electoral.,A,El artículo 33.4 establece: «Comisión Mixta».,La colaboración entre la Sala de Gobierno del Tribunal Superior de Justicia de la Comunitat Valenciana y la Conselleria competente en materia de Justicia se realizará a través de la Comisión Mixta.,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-354,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,4,3,literal_con_hueco,seleccionar_correcta,La colaboración se realiza mediante:,La Junta Electoral.,La Comisión Mixta.,El Comité Econòmic i Social.,La Diputación Permanente.,B,La formulación correcta se apoya en el inciso: «Comisión Mixta».,La colaboración entre la Sala de Gobierno del Tribunal Superior de Justicia de la Comunitat Valenciana y la Conselleria competente en materia de Justicia se realizará a través de la Comisión Mixta.,recuperación_literal_o_conceptual,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-355,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 33 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La colaboración entre la Sala de Gobierno del Tribunal Superior y la Conselleria de Justicia se realiza mediante la Comisión Mixta.,El Tribunal Superior de Justicia culmina la organización judicial en el ámbito territorial de la Comunitat Valenciana.,La colaboración se realiza mediante la Junta Electoral Central.,El Tribunal Superior de Justicia puede establecer doctrina en los órdenes jurisdiccionales en los que proceda.,C,La opción incorrecta altera la regla «Comisión Mixta».,La colaboración entre la Sala de Gobierno del Tribunal Superior de Justicia de la Comunitat Valenciana y la Conselleria competente en materia de Justicia se realizará a través de la Comisión Mixta.,tres_afirmaciones_completas_válidas_y_una_alterada,12,98,brecha_longitud_media,AUTO_PASS_WITH_FLAGS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-356,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,33,4,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 33 del Estatuto se establece que la colaboración entre la Sala de Gobierno del Tribunal Superior y la Conselleria de Justicia se realiza mediante la Comisión Mixta?,Apartado 1.,Apartado 2.,Apartado 3.,Apartado 4.,D,"La regla se encuentra en el artículo 33, apartado 4.",La colaboración entre la Sala de Gobierno del Tribunal Superior de Justicia de la Comunitat Valenciana y la Conselleria competente en materia de Justicia se realizará a través de la Comisión Mixta.,localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-357,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo V. La Administración de Justicia,34,1,2,nombramiento,seleccionar_correcta,"Según el artículo 34 del Estatuto de Autonomía de la Comunitat Valenciana, ¿quién nombra al Presidente del Tribunal Superior de Justicia?",El Rey.,El President de la Generalitat.,Les Corts.,El Consell.,A,El artículo 34.1 establece: «nombrado por el Rey».,El Presidente del Tribunal Superior de Justicia de la Comunitat Valenciana será nombrado por el Rey a propuesta del Consejo General del Poder Judicial.,pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
